version,runtime
parallel_v4_both_o3,3.021021
parallel_v4_both_o3,3.052534
parallel_v4_both_o3,3.043821
parallel_v4_both_o3,3.049130
parallel_v4_both_o3,3.023015
parallel_v4_both_o3,3.124209
parallel_v4_both_o3,3.073099
parallel_v4_both_o3,3.062614
parallel_v4_both_o3,3.027901
parallel_v4_both_o3,2.990287
parallel_v4_both_o3,3.077765
parallel_v4_both_o3,3.005676
parallel_v4_both_o3,3.072152
parallel_v4_both_o3,3.029520
parallel_v4_both_o3,3.060937
parallel_v4_both_o3,3.025000
parallel_v4_both_o3,3.082223
parallel_v4_both_o3,3.046397
parallel_v4_both_o3,3.127709
parallel_v4_both_o3,3.035788
parallel_v4_both_o3,3.053508
parallel_v4_both_o3,3.057938
parallel_v4_both_o3,3.009428
parallel_v4_both_o3,3.071859
parallel_v4_both_o3,3.050509
parallel_v4_both_o3,3.051317
parallel_v4_both_o3,3.045914
parallel_v4_both_o3,3.050429
parallel_v4_both_o3,3.028303
parallel_v4_both_o3,3.033413
parallel_v4_both_o3,3.040748
parallel_v4_both_o3,3.026244
parallel_v4_both_o3,3.050446
parallel_v4_both_o3,3.078307
parallel_v4_both_o3,3.063844
parallel_v4_both_o3,3.063210
parallel_v4_both_o3,3.066939
parallel_v4_both_o3,3.060261
parallel_v4_both_o3,3.032532
parallel_v4_both_o3,2.983222
parallel_v4_both_o3,3.121076
parallel_v4_both_o3,2.984224
parallel_v4_both_o3,3.069012
parallel_v4_both_o3,2.976686
parallel_v4_both_o3,3.040898
parallel_v4_both_o3,3.015103
parallel_v4_both_o3,3.070762
parallel_v4_both_o3,3.039615
parallel_v4_both_o3,3.026856
parallel_v4_both_o3,3.043467
parallel_v4_both_o3,3.032446
parallel_v4_both_o3,3.047746
parallel_v4_both_o3,3.109158
parallel_v4_both_o3,2.996811
parallel_v4_both_o3,3.046768
parallel_v4_both_o3,3.074561
parallel_v4_both_o3,2.937099
parallel_v4_both_o3,3.083203
parallel_v4_both_o3,2.904110
parallel_v4_both_o3,3.055596
parallel_v4_both_o3,3.046666
parallel_v4_both_o3,3.020471
parallel_v4_both_o3,3.037839
parallel_v4_both_o3,3.044341
parallel_v4_both_o3,3.047689
parallel_v4_both_o3,3.063680
parallel_v4_both_o3,3.038086
parallel_v4_both_o3,3.075816
parallel_v4_both_o3,3.064725
parallel_v4_both_o3,3.086539
parallel_v4_both_o3,3.032901
parallel_v4_both_o3,3.048394
parallel_v4_both_o3,3.055624
parallel_v4_both_o3,3.061691
parallel_v4_both_o3,3.048953
parallel_v4_both_o3,3.047479
parallel_v4_both_o3,3.039050
parallel_v4_both_o3,3.146053
